Epoch,total,pde,ic,bc
43,22.85903549194336,0.3233136832714081,0.14997315406799316,0.07538406550884247
44,22.875629425048828,0.32074645161628723,0.1517053097486496,0.07384351640939713
45,22.865598678588867,0.31979164481163025,0.15185262262821198,0.07360544055700302
46,22.829113006591797,0.3203127682209015,0.15052127838134766,0.07456673681735992
47,22.779905319213867,0.32218775153160095,0.1480565369129181,0.076520636677742
48,22.734966278076172,0.32530415058135986,0.1449490636587143,0.079147569835186
49,22.70393180847168,0.32954925298690796,0.14172324538230896,0.0820205882191658
50,22.684471130371094,0.33479881286621094,0.1388382762670517,0.08465845882892609
51,22.66594696044922,0.3409060537815094,0.13662128150463104,0.08662912249565125
52,22.638137817382812,0.34769532084465027,0.1352376490831375,0.08766676485538483
53,22.59873390197754,0.35495996475219727,0.1346907913684845,0.08774694800376892
54,22.554485321044922,0.3624652922153473,0.13484032452106476,0.08707988262176514
55,22.515735626220703,0.36995527148246765,0.13543245196342468,0.08602534979581833
56,22.488868713378906,0.377163827419281,0.13614481687545776,0.08497223258018494
57,22.47226333618164,0.38383156061172485,0.13664837181568146,0.08423593640327454
58,22.45833396911621,0.38972657918930054,0.13667991757392883,0.0840061604976654
59,22.439624786376953,0.39466607570648193,0.1361059695482254,0.08434362709522247
60,22.4139461517334,0.3985324203968048,0.13495482504367828,0.08519931137561798
61,22.384841918945312,0.4012796878814697,0.1334032416343689,0.08643236756324768
62,22.35757827758789,0.4029296040534973,0.13172319531440735,0.087823286652565
63,22.334348678588867,0.4035584330558777,0.13020920753479004,0.08909869194030762
64,22.312660217285156,0.403278648853302,0.12911009788513184,0.08998372405767441
65,22.287837982177734,0.4022197127342224,0.1285814493894577,0.09027473628520966
66,22.25713539123535,0.40051138401031494,0.128663569688797,0.08990266919136047
67,22.22181510925293,0.3982728123664856,0.12928132712841034,0.08895409852266312
68,22.18568992614746,0.3956090807914734,0.13026241958141327,0.08763838559389114
69,22.151805877685547,0.3926137387752533,0.13137254118919373,0.08621938526630402
70,22.120283126831055,0.38937628269195557,0.13236527144908905,0.08494378626346588
71,22.088871002197266,0.38599058985710144,0.13303811848163605,0.08399069309234619
72,22.055397033691406,0.3825615346431732,0.13327981531620026,0.08344854414463043
73,22.019603729248047,0.37920618057250977,0.13309195637702942,0.0833120048046112
74,21.983007431030273,0.37604984641075134,0.13257887959480286,0.08349069207906723
75,21.947154998779297,0.3732166290283203,0.13190957903862,0.08382981270551682
76,21.912052154541016,0.37081658840179443,0.1312665343284607,0.08414582908153534
77,21.876190185546875,0.3689327538013458,0.1307973563671112,0.08427522331476212
78,21.83791732788086,0.3676108419895172,0.13058066368103027,0.08412240445613861
79,21.796802520751953,0.36685431003570557,0.13061203062534332,0.0836874395608902
80,21.75372314453125,0.36662557721138,0.13080985844135284,0.0830611065030098
81,21.709793090820312,0.36685433983802795,0.13103941082954407,0.08238998055458069
82,21.665258407592773,0.3674497604370117,0.13115018606185913,0.08182789385318756
83,21.6193904876709,0.368315726518631,0.13101814687252045,0.0814926028251648
84,21.57132339477539,0.3693638741970062,0.13058103621006012,0.0814385637640953
85,21.520917892456055,0.37052324414253235,0.1298556625843048,0.08164828270673752
86,21.46875762939453,0.3717426657676697,0.12893058359622955,0.08203957229852676
87,21.415407180786133,0.37298673391342163,0.1279376745223999,0.08248652517795563
88,21.36075782775879,0.3742261826992035,0.12701284885406494,0.08285246789455414
89,21.304119110107422,0.3754270672798157,0.12625859677791595,0.08302833884954453
90,21.244892120361328,0.3765418827533722,0.12571914494037628,0.08296435326337814
91,21.183027267456055,0.3775067925453186,0.1253732591867447,0.08268193900585175
92,21.11885643005371,0.3782463073730469,0.12514540553092957,0.08226069808006287
93,21.05249786376953,0.3786851167678833,0.12493164092302322,0.081806480884552
94,20.98357582092285,0.3787629008293152,0.1246333122253418,0.08141481876373291
95,20.911542892456055,0.37844935059547424,0.12418864667415619,0.08114229142665863
96,20.83610725402832,0.3777521252632141,0.12359081953763962,0.08099272847175598
97,20.757343292236328,0.37671706080436707,0.12288667261600494,0.08091957867145538
98,20.67532730102539,0.37541863322257996,0.12215627729892731,0.08084280788898468
99,20.589828491210938,0.37394362688064575,0.12148226052522659,0.08067658543586731
100,20.50039291381836,0.37237343192100525,0.12091968953609467,0.08036050200462341
101,20.40665626525879,0.37076976895332336,0.12047679722309113,0.07988207042217255
102,20.30851936340332,0.36916840076446533,0.12011241167783737,0.07928110659122467
103,20.205915451049805,0.3675820529460907,0.11975004523992538,0.07863329350948334
104,20.098548889160156,0.3660106360912323,0.11930420994758606,0.07802116870880127
105,19.985923767089844,0.36445438861846924,0.11871020495891571,0.0775044858455658
106,19.867572784423828,0.36292368173599243,0.11794552206993103,0.077100969851017
107,19.743202209472656,0.3614422082901001,0.11703503131866455,0.07678256928920746
108,19.612546920776367,0.3600407838821411,0.11603733152151108,0.07648772746324539
109,19.47519302368164,0.3587445020675659,0.11501874029636383,0.07614573836326599
110,19.330596923828125,0.35755807161331177,0.11402571946382523,0.0757046714425087
111,19.178258895874023,0.3564560115337372,0.11306682229042053,0.07515120506286621
112,19.017784118652344,0.35538196563720703,0.11211096495389938,0.07451306283473969
113,18.84874725341797,0.35425901412963867,0.11110202968120575,0.073842853307724
114,18.670564651489258,0.35300689935684204,0.1099838837981224,0.07319168746471405
115,18.482580184936523,0.35156065225601196,0.10872525721788406,0.07258493453264236
116,18.284191131591797,0.3498816192150116,0.10733263194561005,0.07201047241687775
117,18.07485008239746,0.3479580581188202,0.10584551095962524,0.07142341136932373
118,17.853931427001953,0.3457939326763153,0.10431590676307678,0.07076545804738998
119,17.620704650878906,0.3433922231197357,0.10278245806694031,0.06999067217111588
120,17.37444305419922,0.3407401144504547,0.10125145316123962,0.06908559054136276
121,17.114471435546875,0.33780530095100403,0.09969371557235718,0.06807294487953186
122,16.840089797973633,0.3345436751842499,0.09805859625339508,0.06699686497449875
123,16.550533294677734,0.3309159576892853,0.0962984561920166,0.06589771807193756
124,16.245037078857422,0.3269036114215851,0.09439100325107574,0.06479033827781677
125,15.922918319702148,0.3225153982639313,0.09234751760959625,0.0636565089225769
126,15.583528518676758,0.31777986884117126,0.09020228683948517,0.0624551996588707
127,15.226219177246094,0.3127273917198181,0.08798941969871521,0.06114549934864044
128,14.850380897521973,0.3073713481426239,0.08572055399417877,0.05970953777432442
129,14.455525398254395,0.3016992211341858,0.08337642252445221,0.05816182866692543
130,14.041254043579102,0.2956787049770355,0.08091732114553452,0.05653843283653259
131,13.607244491577148,0.2892749011516571,0.07830648124217987,0.05487322062253952
132,13.153318405151367,0.28246816992759705,0.07553210854530334,0.0531763918697834
133,12.67951774597168,0.27525973320007324,0.07261385768651962,0.051428716629743576
134,12.186105728149414,0.26766231656074524,0.06958933174610138,0.04959510266780853
135,11.673559188842773,0.25968047976493835,0.06648992002010345,0.047648873180150986
136,11.142643928527832,0.25129687786102295,0.06332309544086456,0.045590370893478394
137,10.594429016113281,0.24247458577156067,0.0600733645260334,0.04344618320465088
138,10.030298233032227,0.23317651450634003,0.05672129988670349,0.04124991595745087
139,9.451990127563477,0.22338970005512238,0.05326654016971588,0.03901946544647217
140,8.86168098449707,0.21313698589801788,0.04973675683140755,0.03674868494272232
141,8.261981010437012,0.20246830582618713,0.04617573320865631,0.03441939130425453
142,7.655899524688721,0.19143931567668915,0.042620252817869186,0.03202435001730919
143,7.046875476837158,0.1800960749387741,0.039085641503334045,0.029582152143120766
144,6.438748359680176,0.16848008334636688,0.035571902990341187,0.02713078074157238
145,5.835727691650391,0.15664924681186676,0.03208470344543457,0.024706080555915833
146,5.242366790771484,0.1446956843137741,0.028651446104049683,0.022325262427330017
147,4.663515567779541,0.1327424794435501,0.02531745471060276,0.01999027654528618
148,4.104170322418213,0.12092072516679764,0.02212579734623432,0.017706699669361115
149,3.5693576335906982,0.10934794694185257,0.01910158060491085,0.015498516149818897
150,3.063995838165283,0.09812707453966141,0.016255786642432213,0.013402899727225304
151,2.592726230621338,0.08736296743154526,0.013602751307189465,0.011450879275798798
152,2.1597917079925537,0.07717336714267731,0.011170746758580208,0.009655436500906944
153,1.7688299417495728,0.06767745316028595,0.008992773480713367,0.008018751628696918
154,1.4226627349853516,0.05897166579961777,0.0070890337228775024,0.006547877099364996
155,1.1231515407562256,0.051118314266204834,0.00546165369451046,0.005258677992969751
156,0.8710566759109497,0.04415605589747429,0.004105510655790567,0.004163495730608702
157,0.6659717559814453,0.03811360523104668,0.0030184886418282986,0.0032600932754576206
158,0.5062921047210693,0.03300518915057182,0.002197106834501028,0.00253576273098588
159,0.3892046809196472,0.02881389856338501,0.0016256578965112567,0.0019782499875873327
160,0.31079575419425964,0.025487009435892105,0.0012754547642543912,0.0015776327345520258
161,0.26620376110076904,0.02294914238154888,0.0011134924134239554,0.001319053815677762
162,0.24984736740589142,0.021114209666848183,0.0011069179745391011,0.0011804135283455253
163,0.2556731104850769,0.019883235916495323,0.0012199504999443889,0.0011379484785720706
164,0.27744102478027344,0.019140442833304405,0.0014135708333924413,0.0011694352142512798
165,0.30904319882392883,0.018761636689305305,0.0016509097767993808,0.0012519059237092733
166,0.344798743724823,0.01862805336713791,0.0018999256426468492,0.0013617812655866146
167,0.37973684072494507,0.018633203580975533,0.002131903311237693,0.001479133265092969
168,0.4098151624202728,0.01868482306599617,0.0023230677470564842,0.0015882354928180575
169,0.43209558725357056,0.018709860742092133,0.002458840375766158,0.001675016712397337
170,0.4448091685771942,0.018660303205251694,0.002533020917326212,0.0017284676432609558
171,0.4473298192024231,0.018513906747102737,0.0025434764102101326,0.0017446826677769423
172,0.44005605578422546,0.018270127475261688,0.0024921486619859934,0.0017257105791941285
173,0.4242226183414459,0.017944779247045517,0.002387573244050145,0.0016752053052186966
174,0.40164995193481445,0.01756499707698822,0.002242714399471879,0.0015981352189555764
175,0.3744770288467407,0.017164351418614388,0.0020702381152659655,0.0015028887428343296
176,0.3449118435382843,0.016777278855443,0.001881822943687439,0.0013995226472616196
177,0.3150208592414856,0.01643338054418564,0.0016896957531571388,0.0012961787870153785
178,0.2865631878376007,0.016154643148183823,0.0015052006347104907,0.0011988849146291614
179,0.2608867883682251,0.01595630683004856,0.0013361771125346422,0.0011131278006359935
180,0.23888495564460754,0.015847206115722656,0.0011871741153299809,0.0010432035196572542
181,0.22100406885147095,0.015827883034944534,0.0010609528981149197,0.0009908088250085711
182,0.20729228854179382,0.01589086651802063,0.0009584507788531482,0.0009555633296258748
183,0.1974736750125885,0.01602466031908989,0.0008783969678916037,0.0009360930998809636
184,0.1910403072834015,0.01621594838798046,0.0008180900476872921,0.0009301535319536924
185,0.18734320998191833,0.016447899863123894,0.0007741469889879227,0.0009348061284981668
186,0.1856774091720581,0.01670025661587715,0.0007427415112033486,0.0009470300865359604
187,0.1853518784046173,0.016953498125076294,0.0007202834822237492,0.0009637003531679511
188,0.18574324250221252,0.017191343009471893,0.0007041065255180001,0.000981412478722632
189,0.18632826209068298,0.017398882657289505,0.0006920236046425998,0.0009972702246159315
190,0.186702162027359,0.01756189577281475,0.0006818005349487066,0.0010096020996570587
191,0.18658214807510376,0.017670143395662308,0.0006717685027979314,0.0010173515183851123
192,0.18580034375190735,0.017719466239213943,0.0006614536396227777,0.0010193551424890757
193,0.18429000675678253,0.01770951971411705,0.0006509018130600452,0.0010149030713364482
194,0.1820681393146515,0.017641671001911163,0.0006398475379683077,0.0010044170776382089
195,0.17921575903892517,0.017520369961857796,0.0006280761444941163,0.000988877727650106
196,0.17585870623588562,0.017354100942611694,0.0006160035845823586,0.0009690425358712673
197,0.17214946448802948,0.017152853310108185,0.0006042356253601611,0.0009457304840907454
198,0.16825151443481445,0.016925621777772903,0.0005929903127253056,0.0009202686487697065
199,0.1643245965242386,0.016680939123034477,0.0005824054242111742,0.0008940311381593347
200,0.16051462292671204,0.01642775908112526,0.0005729527329094708,0.0008679159800522029
201,0.15694370865821838,0.01617380976676941,0.0005650669918395579,0.0008426319109275937
202,0.15370497107505798,0.015924029052257538,0.0005587773630395532,0.0008190319640561938
203,0.15085825324058533,0.015681542456150055,0.0005540033453144133,0.0007977638160809875
204,0.1484302431344986,0.015449035912752151,0.0005508587346412241,0.0007789533119648695
205,0.14641523361206055,0.015228111296892166,0.0005493502831086516,0.0007625209400430322
206,0.1447804868221283,0.015018429607152939,0.0005491377087309957,0.0007484828820452094
207,0.1434716284275055,0.014818808063864708,0.000549794698599726,0.0007367336074821651
208,0.14242017269134521,0.014628596603870392,0.000551047211047262,0.0007268684566952288
209,0.14155110716819763,0.01444726437330246,0.0005526140448637307,0.0007184244459494948
210,0.1407904028892517,0.014273658394813538,0.000554067431949079,0.0007110999431461096
211,0.14007078111171722,0.01410671416670084,0.0005550048081204295,0.0007046358659863472
212,0.13933664560317993,0.013946386985480785,0.0005552003276534379,0.0006987022934481502
213,0.1385461390018463,0.013793066143989563,0.000554508063942194,0.0006930226227268577
214,0.1376725733280182,0.013646809384226799,0.0005527691100724041,0.0006874885875731707
215,0.13670317828655243,0.013507761992514133,0.0005498885293491185,0.0006820656708441675
216,0.1356375515460968,0.013376668095588684,0.000545912713278085,0.0006766961887478828
217,0.13448482751846313,0.013254246674478054,0.0005409481236711144,0.0006713577313348651
218,0.13326095044612885,0.01314058993011713,0.0005350817809812725,0.0006661218358203769
219,0.13198578357696533,0.013035578653216362,0.0005284328944981098,0.0006610691198147833
220,0.1306803673505783,0.0129392696544528,0.0005211976240389049,0.000656213378533721
221,0.12936559319496155,0.012851385399699211,0.0005135782994329929,0.0006515637505799532
222,0.1280602216720581,0.012770996429026127,0.0005057164817117155,0.0006471758242696524
223,0.12677961587905884,0.01269705779850483,0.0004977521602995694,0.000643073464743793
224,0.12553608417510986,0.012628716416656971,0.000489868107251823,0.000639205623883754
225,0.1243380457162857,0.01256487611681223,0.00048220361350104213,0.0006355281220749021
226,0.12319029867649078,0.012504077516496181,0.0004748161300085485,0.0006320460815913975
227,0.12209412455558777,0.012445034459233284,0.0004677616525441408,0.0006287292344495654
228,0.12104794383049011,0.01238675694912672,0.0004611214972101152,0.0006254903855733573
229,0.12004774808883667,0.012328133918344975,0.0004549187724478543,0.0006222773226909339
230,0.1190875992178917,0.012267936021089554,0.00044911197619512677,0.0006190846324898303
231,0.11816053837537766,0.012205244041979313,0.0004436808521859348,0.0006158720934763551
232,0.11725886166095734,0.012139434926211834,0.0004386263317428529,0.0006125679356046021
233,0.11637529730796814,0.01206981111317873,0.00043390822247602046,0.0006091466639190912
234,0.11550314724445343,0.011995729058980942,0.00042946109897457063,0.0006056130514480174
235,0.11463689804077148,0.011916959658265114,0.0004252597864251584,0.0006019396241754293
236,0.11377253383398056,0.01183350570499897,0.0004212927306070924,0.0005980975111015141
237,0.11290740966796875,0.011745347641408443,0.00041751403477974236,0.0005941065610386431
238,0.11204057931900024,0.011652684770524502,0.0004138906951993704,0.0005899881944060326
239,0.11117217689752579,0.01155608519911766,0.00041042594239115715,0.0005857349606230855
240,0.11030350625514984,0.01145620085299015,0.000407110113883391,0.000581362925004214
241,0.10943660885095596,0.01135364081710577,0.0004039091581944376,0.0005769205163232982
242,0.10857358574867249,0.011249193921685219,0.000400812947191298,0.0005724309012293816
243,0.1077166497707367,0.011143792420625687,0.0003978327149525285,0.0005678958841599524
244,0.10686774551868439,0.011038241907954216,0.0003949526872020215,0.0005633422988466918
245,0.10602837055921555,0.010933209210634232,0.00039214204298332334,0.0005588095518760383
246,0.1051994264125824,0.010829412378370762,0.000389394088415429,0.0005543060251511633
247,0.10438131541013718,0.01072750985622406,0.0003867093182634562,0.0005498287500813603
248,0.10357393324375153,0.010627904906868935,0.0003840641875285655,0.0005453960620798171
249,0.10277679562568665,0.01053090300410986,0.00038143349229358137,0.0005410254234448075
250,0.10198917984962463,0.01043679378926754,0.0003788107424043119,0.0005367131670936942
251,0.1012103483080864,0.010345738381147385,0.0003761876723729074,0.0005324584199115634
252,0.10043925046920776,0.010257729329168797,0.00037354257074184716,0.000528272648807615
253,0.09967522323131561,0.010172735899686813,0.00037086501833982766,0.0005241598701104522
254,0.09891745448112488,0.010090726427733898,0.00036815382190980017,0.0005201133899390697
255,0.09816546738147736,0.010011565871536732,0.00036540054134093225,0.0005161385051906109
256,0.09741877019405365,0.009935043752193451,0.00036259539774619043,0.0005122418515384197
257,0.09667728841304779,0.009860997088253498,0.00035974482307210565,0.0005084181320853531
258,0.09594087302684784,0.00978924985975027,0.000356855132849887,0.0005046611186116934
259,0.0952095091342926,0.009719532914459705,0.0003539219906087965,0.0005009777378290892
260,0.09448336809873581,0.00965159758925438,0.00035095048951916397,0.0004973672330379486
261,0.09376257658004761,0.009585239924490452,0.0003479558799881488,0.0004938174970448017
262,0.09304744750261307,0.009520205669105053,0.0003449467185419053,0.0004903256776742637
263,0.09233821928501129,0.009456220082938671,0.00034192606108263135,0.0004868938704021275
264,0.09163492172956467,0.009393068961799145,0.0003389046178199351,0.00048351389705203474
265,0.09093790501356125,0.00933055579662323,0.0003358981921337545,0.00048017530934885144
266,0.09024711698293686,0.009268462657928467,0.0003329095779918134,0.0004768769722431898
267,0.08956264704465866,0.00920660700649023,0.00032994660432450473,0.00047361376346088946
268,0.08888444304466248,0.00914487149566412,0.0003270185552537441,0.00047037715557962656
269,0.08821243047714233,0.009083142504096031,0.00032413049484603107,0.0004671623173635453
270,0.08754635602235794,0.009021321311593056,0.0003212842857465148,0.00046396604739129543
271,0.08688603341579437,0.008959352038800716,0.0003184830129612237,0.00046078377636149526
272,0.08623133599758148,0.008897215127944946,0.0003157313331030309,0.0004576098872348666
273,0.08558200299739838,0.008834879845380783,0.0003130272380076349,0.0004544440016616136
274,0.08493778109550476,0.00877233687788248,0.0003103689814452082,0.00045128550846129656
275,0.08429858833551407,0.008709605783224106,0.0003077594155911356,0.00044813042040914297
276,0.0836641937494278,0.008646697737276554,0.0003051946987397969,0.00044498028000816703
277,0.08303458988666534,0.008583622984588146,0.00030267200781963766,0.0004418376483954489
278,0.08240973949432373,0.00852041132748127,0.0003001914592459798,0.0004387017688713968
279,0.08178947865962982,0.008457099087536335,0.00029774964787065983,0.00043557421304285526
280,0.08117395639419556,0.00839371606707573,0.0002953435468953103,0.00043245882261544466
281,0.08056303858757019,0.008330311626195908,0.00029296978027559817,0.0004293574602343142
282,0.0799567848443985,0.008266945369541645,0.00029062601970508695,0.0004262723959982395
283,0.07935523986816406,0.008203674107789993,0.0002883089182432741,0.00042320674401707947
284,0.0787583664059639,0.0081405621021986,0.0002860158565454185,0.00042016219231300056
285,0.07816612720489502,0.008077695034444332,0.000283743574982509,0.00041714071994647384
286,0.07757855206727982,0.008015140891075134,0.0002814890176523477,0.00041414506267756224
287,0.07699558883905411,0.007952975109219551,0.00027924918686039746,0.0004111769376322627
288,0.07641714066267014,0.007891276851296425,0.0002770229475572705,0.0004082357045263052
289,0.07584325224161148,0.007830114103853703,0.0002748088154476136,0.0004053225857205689
290,0.07527381181716919,0.007769537158310413,0.0002726034726947546,0.00040243929834105074
291,0.07470882683992386,0.007709600031375885,0.00027040677377954125,0.0003995855222456157
292,0.07414818555116653,0.00765033857896924,0.00026821953360922635,0.00039675890002399683
293,0.07359184324741364,0.007591773755848408,0.0002660405298229307,0.0003939602174796164
294,0.07303979247808456,0.007533918134868145,0.00026386918034404516,0.0003911895619239658
295,0.07249192893505096,0.007476778235286474,0.00026170662022195756,0.00038844492519274354
296,0.07194824516773224,0.00742034986615181,0.000259554130025208,0.00038572485209442675
297,0.0714087188243866,0.007364610210061073,0.00025741197168827057,0.0003830291097983718
298,0.07087327539920807,0.007309542968869209,0.00025528037804178894,0.00038035691250115633
299,0.07034194469451904,0.007255122531205416,0.00025316214305348694,0.00037770604831166565
300,0.06981460750102997,0.007201312109827995,0.00025105607346631587,0.0003750769537873566
301,0.06929132342338562,0.007148077245801687,0.0002489641774445772,0.00037246831925585866
302,0.06877203285694122,0.007095384411513805,0.00024688823032192886,0.000369878311175853
303,0.06825666129589081,0.007043187040835619,0.0002448277664370835,0.0003673069877550006
304,0.06774520874023438,0.006991443689912558,0.0002427825384074822,0.00036475510569289327
305,0.0672377198934555,0.006940115243196487,0.00024075608234852552,0.00036221995833329856
306,0.06673403084278107,0.006889163050800562,0.00023874756880104542,0.00035970110911875963
307,0.06623417139053345,0.006838550791144371,0.0002367568959016353,0.0003571993438526988
308,0.06573810428380966,0.006788244470953941,0.00023478479124605656,0.00035471381852403283
309,0.0652458593249321,0.006738218478858471,0.0002328321716049686,0.00035224424209445715
310,0.06475728750228882,0.006688452325761318,0.00023089890601113439,0.00034978942130692303
311,0.06427235156297684,0.006638932041823864,0.0002289847907377407,0.0003473494143690914
312,0.06379108875989914,0.006589652970433235,0.00022708933101966977,0.00034492500708438456
313,0.06331346929073334,0.006540611386299133,0.0002252129779662937,0.00034251558827236295
314,0.06283934414386749,0.006491816136986017,0.00022335619723889977,0.00034011906245723367
315,0.06236884370446205,0.006443267688155174,0.00022151766461320221,0.00033773810719139874
316,0.061901822686195374,0.006394984666258097,0.00021969701629132032,0.0003353713545948267
317,0.061438336968421936,0.006346977781504393,0.0002178941504098475,0.00033301941584795713
318,0.06097828596830368,0.006299260538071394,0.0002161088486900553,0.00033068141783587635
319,0.06052166968584061,0.0062518492341041565,0.0002143409801647067,0.00032835721503943205
320,0.060068439692258835,0.006204755045473576,0.0002125885512214154,0.00032604829175397754
321,0.059618592262268066,0.006157985422760248,0.0002108517655869946,0.00032375429873354733
322,0.059172146022319794,0.006111561320722103,0.00020913188927806914,0.00032147395540960133
323,0.058729011565446854,0.006065480411052704,0.0002074260264635086,0.0003192092990502715
324,0.058289144188165665,0.006019758526235819,0.00020573449728544801,0.0003169593692291528
325,0.057852596044540405,0.005974401254206896,0.00020405754912644625,0.00031472439877688885
326,0.05741928890347481,0.00592940766364336,0.00020239387231413275,0.00031250494066625834
327,0.05698920786380768,0.0058847833424806595,0.0002007432485697791,0.0003103010240010917
328,0.05656232312321663,0.00584053248167038,0.00019910595437977463,0.00030811195028945804
329,0.056138597428798676,0.00579664995893836,0.00019748089835047722,0.000305938592646271
330,0.055718034505844116,0.0057531362399458885,0.0001958676875801757,0.0003037812712136656
331,0.05530059337615967,0.005709992256015539,0.0001942675153259188,0.0003016385016962886
332,0.05488622188568115,0.005667204037308693,0.00019267851894255728,0.0002995116519741714
333,0.054474927484989166,0.00562477158382535,0.00019110184803139418,0.0002973997325170785
334,0.054066725075244904,0.0055826883763074875,0.00018953721155412495,0.0002953031216748059
335,0.053661517798900604,0.0055409446358680725,0.0001879843621281907,0.00029322138288989663
336,0.05325932055711746,0.005499534774571657,0.00018644377996679395,0.0002911540796048939
337,0.0528600849211216,0.005458452273160219,0.00018491529044695199,0.000289101037196815
338,0.05246381834149361,0.005417685955762863,0.00018339861708227545,0.0002870627213269472
339,0.05207047611474991,0.00537723395973444,0.00018189485126640648,0.00028503756038844585
340,0.05168004706501961,0.005337090231478214,0.00018040384748019278,0.0002830257290042937
341,0.05129248648881912,0.005297242198139429,0.00017892412142828107,0.00028102833312004805
342,0.050907768309116364,0.005257688462734222,0.00017745782679412514,0.0002790429862216115
343,0.05052594095468521,0.0052184248343110085,0.00017600423598196357,0.0002770709106698632
344,0.050146911293268204,0.005179441999644041,0.0001745628978824243,0.0002751117863226682
345,0.049770697951316833,0.005140738096088171,0.00017313487478531897,0.00027316471096128225
346,0.049397215247154236,0.005102312657982111,0.00017171859508380294,0.0002712304121814668
347,0.04902651906013489,0.005064159631729126,0.0001703150337561965,0.00026930856984108686
348,0.04865852743387222,0.005026279017329216,0.00016892392886802554,0.00026739854365587234
349,0.04829327017068863,0.004988666158169508,0.00016754558600950986,0.0002655004500411451
350,0.04793067276477814,0.004951319191604853,0.000166178637300618,0.0002636149001773447
351,0.04757079854607582,0.0049142371863126755,0.00016482386854477227,0.00026174174854531884
352,0.04721352458000183,0.004877421073615551,0.00016348152712453157,0.0002598795108497143
353,0.04685886949300766,0.0048408652655780315,0.00016215017240028828,0.000258029846008867
354,0.046506840735673904,0.00480457441881299,0.000160830415552482,0.0002561922592576593
355,0.04615742713212967,0.0047685531899333,0.00015952237299643457,0.0002543663722462952
356,0.04581054300069809,0.004732793662697077,0.00015822485147509724,0.00025255262153223157
357,0.04546622931957245,0.004697301425039768,0.0001569389132782817,0.00025075036683119833
358,0.045124419033527374,0.0046620797365903854,0.00015566378715448081,0.00024895957903936505
359,0.04478512704372406,0.004627123475074768,0.00015439867274835706,0.0002471813349984586
360,0.044448334723711014,0.004592436831444502,0.00015314487973228097,0.00024541409220546484
